"id","Start","Brand","Offer","Bonus Date","Reg Rate","Coins per $1 - Now | Later | Total","Discount Type","Rate Bump?","End","Limits","Notes"
"456","10/10/2024 06:30 AM","Netflix","20X","10/28/2024","5X","100 | 300 | 400","Coins","","10/10/2024 11:59 PM","No Limit",""
"457","10/10/2024 06:30 AM","PetSmart","20X","10/28/2024","7X","140 | 260 | 400","Coins","","10/10/2024 11:59 PM","No Limit",""
"458","10/10/2024 07:30 AM","Amazon Fresh","10X","10/28/2024","4X","80 | 120 | 200","Coins","","10/10/2024 11:59 PM","No Limit",""
"461","10/10/2024 07:30 AM","Macy's","20X","10/28/2024","3X","60 | 340 | 400","Coins","","10/10/2024 11:59 PM","No Limit",""
"463","10/10/2024 01:00 PM","Bath & Body Works","20X","10/28/2024","5X","100 | 300 | 400","Coins","","10/10/2024 11:59 PM","No Limit",""
"464","10/11/2024 12:00 AM","Uber","10%","10/29/2024","3X","54","%","","10/13/2024 11:59 PM","No Limit",""
"465","10/11/2024 12:00 AM","Uber Eats","10%","10/29/2024","3X","54","%","","10/13/2024 11:59 PM","No Limit",""
"466","10/11/2024 07:00 AM","Belk","20X","10/29/2024","8X","160 | 240 | 400","Coins","","10/11/2024 11:59 PM","No Limit",""
"467","10/11/2024 07:00 AM","Ace Hardware","21X","10/29/2024","6X","120 | 300 | 420","Coins","","10/11/2024 11:59 PM","No Limit",""
"468","10/11/2024 09:00 AM","Sam's Club","14X","10/29/2024","2X","40 | 240 | 280","Coins","","10/11/2024 11:59 PM","No Limit",""
"469","10/11/2024 09:00 AM","Kohl's","18X","10/28/2024","5X","100 | 260 | 360","Coins","","10/11/2024 11:59 PM","No Limit",""
"472","10/11/2024 08:00 AM","Adidas","18X","10/29/2024","7X","140 | 220 | 360","Coins","","10/11/2024 11:59 PM","No Limit",""
"473","10/11/2024 01:00 PM","Amazon","10X","10/29/2024","4X","80 | 120 | 200","Coins","","10/11/2024 11:59 PM","No Limit",""
"475","10/12/2024 08:30 AM","Boscov's","18X","10/30/2024","7X","140 | 220 | 360","Coins","","10/12/2024 11:59 PM","No Limit",""
"476","10/12/2024 08:30 AM","DSW","20X","10/30/2024","5X","100 | 300 | 400","Coins","","10/12/2024 11:59 PM","No Limit",""
"477","10/12/2024 08:30 AM","Wayfair","16X","10/30/2024","4X","80 | 240 | 320","Coins","","10/12/2024 11:59 PM","No Limit",""
"478","10/12/2024 08:30 AM","Gamestop","22X","10/30/2024","5X","100 | 340 | 440","Coins","","10/12/2024 11:59 PM","No Limit",""
"479","10/13/2024 08:00 AM","JC Penney","21X","10/31/2024","7X","140 | 280 | 420","Coins","","10/13/2024 11:59 PM","No Limit",""
"480","10/13/2024 08:00 AM","Finish Line","20X","10/31/2024","8X","160 | 240 | 400","Coins","","10/13/2024 11:59 PM","No Limit",""
"481","10/13/2024 08:00 AM","Columbia","18X","10/31/2024","6X","120 | 240 | 360","Coins","","10/13/2024 11:59 PM","No Limit",""
"482","10/13/2024 08:00 AM","Cabela's","20X","10/31/2024","6X","120 | 280 | 400","Coins","","10/13/2024 11:59 PM","No Limit",""
"484","10/13/2024 08:00 AM","Barnes & Noble","22X","10/31/2024","4X","80 | 360 | 440","Coins","","10/13/2024 11:59 PM","No Limit",""
"485","10/13/2024 08:00 AM","Amazon Fresh","10X","10/31/2024","4X","80 | 120 | 200","Coins","","10/13/2024 11:59 PM","No Limit",""
"486","10/13/2024 08:00 AM","X-Box $25","20X","10/31/2024","5X","100 | 300 | 400","Coins","","10/13/2024 11:59 PM","No Limit",""
"487","10/13/2024 08:00 AM","X-Box $50","20X","10/31/2024","5X","100 | 300 | 400","Coins","","10/13/2024 11:59 PM","No Limit",""
"488","10/13/2024 08:00 AM","X-Box $100","20X","10/31/2024","5X","100 | 300 | 400","Coins","","10/13/2024 11:59 PM","No Limit",""
"489","10/14/2024 06:00 AM","Stubhub","20X","11/01/2024","5X","100 | 300 | 400","Coins","","10/14/2024 11:59 PM","No Limit",""
"490","10/14/2024 06:00 AM","Sam's Club","12X","11/01/2024","2X","40 | 200 | 240","Coins","","10/14/2024 11:59 PM","No Limit",""
"491","10/14/2024 06:00 AM","AirBnB","14X","11/01/2024","4X","80 | 200 | 280","Coins","","10/14/2024 11:59 PM","No Limit",""
"492","10/14/2024 01:00 PM","Kohl's","18X","11/01/2024","5X","100 | 260 | 360","Coins","","10/14/2024 11:59 PM","No Limit",""
"493","10/14/2024 02:45 PM","Bath & Body Works","20X","11/01/2024","5X","100 | 300 | 400","Coins","","10/14/2024 11:59 PM","No Limit",""
"495","10/14/2024 06:00 AM","Ikea","18X","11/01/2024","4X","80 | 280 | 360","Coins","","10/14/2024 11:59 PM","No Limit",""
"497","10/15/2024 07:00 AM","Victoria's Secret","20X","11/02/2024","4X","80 | 320 | 400","Coins","","10/15/2024 11:59 PM","No Limit",""
"498","10/15/2024 07:00 AM","Ulta Beauty","20X","11/02/2024","5X","100 | 300 | 400","Coins","","10/15/2024 11:59 PM","No Limit",""
"499","10/15/2024 07:00 AM","Amazon","12X","11/02/2024","4X","80 | 160 | 240","Coins","","10/15/2024 11:59 PM","No Limit",""
"500","10/15/2024 06:00 AM","Ace Hardware","20X","11/02/2024","6X","120 | 280 | 400","Coins","","10/15/2024 11:59 PM","No Limit",""
"501","10/15/2024 07:00 AM","Champs","18X","11/01/2024","6X","120 | 240 | 360","Coins","","10/15/2024 11:59 PM","No Limit",""
"502","10/15/2024 06:00 AM","""Bed, Bath, & Beyond""","20X","11/02/2024","5X","100 | 300 | 400","Coins","","10/15/2024 11:59 PM","No Limit",""
"504","10/15/2024 11:00 AM","Fanatics","25X","11/02/2024","7X","140 | 360 | 500","Coins","","10/15/2024 11:59 PM","No Limit",""
"505","10/16/2024 06:00 AM","Puma","21X","11/03/2024","8X","160 | 260 | 420","Coins","","10/16/2024 11:59 PM","No Limit",""
"506","10/16/2024 06:00 AM","Hollister","20X","11/03/2024","5X","100 | 300 | 400","Coins","","10/16/2024 11:59 PM","No Limit",""
"507","10/16/2024 06:00 AM","Southwest","20X","11/03/2024","4X","80 | 320 | 400","Coins","","10/16/2024 11:59 PM","No Limit",""
"508","10/16/2024 06:00 AM","Sephora","20X","11/03/2024","5X","100 | 300 | 400","Coins","","10/16/2024 11:59 PM","No Limit",""
"509","10/16/2024 07:00 AM","Amazon Fresh","13X","11/03/2024","4X","80 | 180 | 260","Coins","","10/16/2024 11:59 PM","No Limit",""
"510","10/16/2024 07:00 AM","Kohl's","18X","11/03/2024","5X","100 | 260 | 360","Coins","","10/16/2024 11:59 PM","No Limit",""
"511","10/17/2024 08:00 AM","Lowe's","14X","11/04/2024","4X","80 | 200 | 280","Coins","","10/17/2024 11:59 PM","No Limit",""
"512","10/17/2024 08:00 AM","Nike","15X","11/04/2024","7X","140 | 160 | 300","Coins","","10/17/2024 11:59 PM","No Limit",""
"516","10/18/2024 08:00 AM","Amazon","13X","11/05/2024","4X","80 | 180 | 260","Coins","","10/18/2024 11:59 PM","No Limit",""
"517","10/19/2024 10:00 AM","Adidas","18X","11/06/2024","7X","140 | 220 | 360","Coins","","10/19/2024 11:59 PM","No Limit",""
"518","10/19/2024 10:00 AM","Gamestop","22X","11/06/2024","5X","100 | 340 | 440","Coins","","10/19/2024 11:59 PM","No Limit",""
"519","10/19/2024 10:00 AM","Macy's","20X","11/06/2024","3X","60 | 340 | 400","Coins","","10/19/2024 11:59 PM","No Limit",""
"520","10/19/2024 10:00 AM","Sam's Club","14X","11/06/2024","2X","40 | 240 | 280","Coins","","10/19/2024 11:59 PM","No Limit",""
"521","10/20/2024 09:00 AM","Amazon Fresh","13X","11/07/2024","4X","80 | 180 | 260","Coins","","10/20/2024 11:59 PM","No Limit",""
"522","10/20/2024 09:00 AM","Stubhub","20X","11/07/2024","5X","100 | 300 | 400","Coins","","10/20/2024 11:59 PM","No Limit",""
"523","10/20/2024 09:00 AM","PetSmart","20X","11/07/2024","7X","140 | 260 | 400","Coins","","10/20/2024 11:59 PM","No Limit",""
"524","10/20/2024 09:00 AM","Finish Line","20X","11/07/2024","8X","160 | 240 | 400","Coins","","10/20/2024 11:59 PM","No Limit",""
"525","10/21/2024 08:30 AM","Kohl's","18X","11/08/2024","5X","100 | 260 | 360","Coins","","10/21/2024 11:59 PM","No Limit",""
"528","10/21/2024 08:30 AM","Amazon","13X","11/08/2024","4X","80 | 180 | 260","Coins","","10/21/2024 11:59 PM","No Limit",""
"530","10/21/2024 11:00 AM","Sam's Club","14X","11/08/2024","2X","40 | 240 | 280","Coins","","10/21/2024 11:59 PM","No Limit",""
"531","10/21/2024 11:00 AM","Bath & Body Works","20X","11/08/2024","5X","100 | 300 | 400","Coins","","10/21/2024 11:59 PM","No Limit",""
"532","10/21/2024 11:00 AM","Ace Hardware","20X","11/08/2024","6X","120 | 280 | 400","Coins","","10/21/2024 11:59 PM","No Limit",""
"533","10/02/2024 01:00 PM","Adidas","18X","10/20/2024","7X","140 | 220 | 360","Coins","","10/02/2024 02:06 PM","No Limit",""
"534","10/21/2024 07:45 PM","AirBnB","16X","11/08/2024","4X","80 | 240 | 320","Coins","","10/21/2024 11:59 PM","No Limit",""
"535","10/22/2024 10:00 AM","Amazon Fresh","16X","11/05/2024","4X","80 | 240 | 320","Coins","","10/22/2024 11:59 PM","No Limit",""
"536","10/22/2024 10:00 AM","Hulu","15X","11/05/2024","5X","100 | 200 | 300","Coins","","10/22/2024 11:59 PM","No Limit",""
"537","10/22/2024 10:00 AM","PetSmart","20X","11/05/2024","7X","140 | 260 | 400","Coins","","10/22/2024 11:59 PM","No Limit",""
"538","10/22/2024 10:00 AM","Meijer","9X","11/05/2024","3X","60 | 120 | 180","Coins","","10/31/2024 11:59 PM","1 Time Use | $500 Max Spend || Extended to 09/30 on 09/24.",""
"539","10/22/2024 10:00 AM","JC Penney","20X","11/05/2024","7X","140 | 260 | 400","Coins","","10/22/2024 11:59 PM","No Limit",""
"540","10/22/2024 10:00 AM","Sam's Club","14X","11/05/2024","2X","40 | 240 | 280","Coins","","10/22/2024 11:59 PM","No Limit",""
"541","10/22/2024 10:00 AM","Delta","12X","11/05/2024","4X","80 | 160 | 240","Coins","","10/22/2024 11:59 PM","No Limit",""
"542","10/22/2024 10:00 AM","H&M","15X","11/05/2024","5X","100 | 200 | 300","Coins","","10/22/2024 11:59 PM","No Limit",""
"543","10/22/2024 10:00 AM","Victoria's Secret","20X","11/05/2024","4X","80 | 320 | 400","Coins","","10/22/2024 11:59 PM","No Limit",""
"544","10/22/2024 10:00 AM","Kohl's","18X","11/05/2024","5X","100 | 260 | 360","Coins","","10/22/2024 11:59 PM","No Limit",""
"545","10/22/2024 10:00 AM","Adidas","18X","11/05/2024","7X","140 | 220 | 360","Coins","","10/22/2024 11:59 PM","No Limit",""
"546","10/22/2024 05:30 PM","Amazon","13X","11/05/2024","4X","80 | 180 | 260","Coins","","10/22/2024 11:59 PM","No Limit",""
"547","10/23/2024 10:00 AM","Nike","15X","11/06/2024","7X","140 | 160 | 300","Coins","","10/23/2024 11:59 PM","No Limit",""
"549","10/23/2024 09:00 AM","Kohl's","18X","11/06/2024","5X","100 | 260 | 360","Coins","","10/23/2024 11:59 PM","No Limit",""
"550","10/23/2024 11:00 AM","Champs","18X","11/06/2024","6X","120 | 240 | 360","Coins","","10/23/2024 11:59 PM","No Limit",""
"551","10/23/2024 11:00 AM","Finish Line","20X","11/06/2024","8X","160 | 240 | 400","Coins","","10/23/2024 11:59 PM","No Limit",""
"552","10/23/2024 09:00 AM","Sam's Club","14X","11/06/2024","2X","40 | 240 | 280","Coins","","10/23/2024 11:59 PM","No Limit",""
"553","10/23/2024 10:00 AM","Converse","15X","11/06/2024","5X","100 | 200 | 300","Coins","","10/23/2024 11:59 PM","No Limit",""
"554","10/23/2024 11:00 AM","Lowe's","15X","11/06/2024","4X","80 | 220 | 300","Coins","","10/23/2024 11:59 PM","No Limit",""
"556","10/23/2024 09:00 AM","Amazon Fresh","16X","11/06/2024","4X","80 | 240 | 320","Coins","","10/23/2024 11:59 PM","No Limit",""
"557","10/24/2024 09:00 AM","Amazon","16X","11/07/2024","4X","80 | 240 | 320","Coins","","10/24/2024 11:59 PM","No Limit",""
"558","10/24/2024 11:00 AM","JC Penney","25X","11/07/2024","7X","140 | 360 | 500","Coins","","10/24/2024 11:59 PM","No Limit",""
"559","10/24/2024 11:00 AM","Macy's","20X","11/07/2024","3X","60 | 340 | 400","Coins","","10/24/2024 11:59 PM","No Limit",""
"560","10/24/2024 11:00 AM","REI","18X","11/07/2024","6X","120 | 240 | 360","Coins","","10/24/2024 11:59 PM","No Limit",""
"561","10/24/2024 10:00 AM","Fanatics","25X","11/07/2024","7X","140 | 360 | 500","Coins","","10/24/2024 11:59 PM","No Limit",""
"562","10/24/2024 12:00 PM","Sam's Club","14X","11/07/2024","2X","40 | 240 | 280","Coins","","10/24/2024 11:59 PM","No Limit",""
"563","10/24/2024 01:00 PM","Champs","20X","11/07/2024","6X","120 | 280 | 400","Coins","","10/24/2024 11:59 PM","No Limit",""
"564","10/24/2024 01:00 PM","Gamestop","20X","11/07/2024","5X","100 | 300 | 400","Coins","","10/24/2024 11:59 PM","No Limit",""
"565","10/24/2024 01:00 PM","Bath & Body Works","20X","11/07/2024","5X","100 | 300 | 400","Coins","","10/24/2024 11:59 PM","No Limit",""
"566","10/25/2024 11:30 AM","Nike","15X","11/08/2024","7X","140 | 160 | 300","Coins","","10/25/2024 11:59 PM","No Limit",""
"567","10/25/2024 10:30 AM","Sam's Club","12X","11/08/2024","2X","40 | 200 | 240","Coins","","10/25/2024 11:59 PM","No Limit",""
"568","10/25/2024 10:30 AM","Chipotle","20X","11/08/2024","2X","40 | 360 | 400","Coins","","10/25/2024 11:59 PM","No Limit",""
"569","10/25/2024 12:30 PM","Gamestop","20X","11/08/2024","5X","100 | 300 | 400","Coins","","10/25/2024 11:59 PM","No Limit",""
"570","10/25/2024 12:30 PM","Amazon","12X","11/08/2024","4X","80 | 160 | 240","Coins","","10/25/2024 11:59 PM","No Limit",""
"571","10/25/2024 11:30 AM","Champs","18X","11/08/2024","6X","120 | 240 | 360","Coins","","10/25/2024 11:59 PM","No Limit",""
"573","10/25/2024 01:30 PM","Finish Line","20X","11/08/2024","8X","160 | 240 | 400","Coins","","10/25/2024 11:59 PM","No Limit",""
"574","10/25/2024 01:30 PM","Victoria's Secret","20X","11/08/2024","4X","80 | 320 | 400","Coins","","10/25/2024 11:59 PM","No Limit",""
"575","10/25/2024 01:30 PM","Bath & Body Works","20X","11/08/2024","5X","100 | 300 | 400","Coins","","10/25/2024 11:59 PM","No Limit",""
"578","10/25/2024 02:30 PM","Puma","20X","11/08/2024","8X","160 | 240 | 400","Coins","","10/25/2024 11:59 PM","No Limit",""
"579","10/26/2024 10:30 AM","PetSmart","20X","11/09/2024","7X","140 | 260 | 400","Coins","","10/26/2024 11:59 PM","No Limit",""
"580","10/26/2024 10:30 AM","Columbia","18X","11/09/2024","6X","120 | 240 | 360","Coins","","10/26/2024 11:59 PM","No Limit",""
"581","10/26/2024 10:30 AM","Adidas","18X","11/09/2024","7X","140 | 220 | 360","Coins","","10/26/2024 11:59 PM","No Limit",""
"582","10/26/2024 11:30 AM","Finish Line","18X","11/09/2024","8X","160 | 200 | 360","Coins","","10/26/2024 11:59 PM","No Limit",""
"583","10/26/2024 11:30 AM","Converse","15X","11/09/2024","5X","100 | 200 | 300","Coins","","10/26/2024 11:59 PM","No Limit",""
"584","10/26/2024 11:30 AM","Lowe's","14X","11/09/2024","4X","80 | 200 | 280","Coins","","10/26/2024 11:59 PM","No Limit",""
"585","10/26/2024 12:30 PM","REI","15X","11/09/2024","6X","120 | 180 | 300","Coins","","10/26/2024 11:59 PM","No Limit",""
"586","10/26/2024 12:30 PM","Amazon Fresh","12X","11/09/2024","4X","80 | 160 | 240","Coins","","10/26/2024 11:59 PM","No Limit",""
"587","10/27/2024 12:00 AM","Instacart","10%","","3X","54","%","","10/30/2024 11:59 PM","1 Time Use | $200 Max Spend",""
"588","10/27/2024 12:30 PM","Sam's Club","12X","11/10/2024","2X","40 | 200 | 240","Coins","","10/27/2024 11:59 PM","No Limit",""
"589","10/27/2024 11:30 AM","Puma","15X","11/10/2024","8X","160 | 140 | 300","Coins","","10/27/2024 11:59 PM","No Limit",""
"590","10/27/2024 11:30 AM","Fanatics","20X","11/10/2024","7X","140 | 260 | 400","Coins","","10/27/2024 11:59 PM","No Limit",""
"592","10/27/2024 10:30 AM","Kohl's","18X","11/10/2024","5X","100 | 260 | 360","Coins","","10/27/2024 11:59 PM","No Limit",""
"594","10/27/2024 10:30 AM","Wayfair","15X","11/10/2024","4X","80 | 220 | 300","Coins","","10/27/2024 11:59 PM","No Limit",""
"595","10/27/2024 11:30 AM","Abercrombie & Fitch","20X","11/10/2024","6X","120 | 280 | 400","Coins","","10/27/2024 11:59 PM","No Limit",""
"596","10/27/2024 10:30 AM","""Bed, Bath, & Beyond""","20X","11/10/2024","5X","100 | 300 | 400","Coins","","10/27/2024 11:59 PM","No Limit",""
"597","10/28/2024 10:30 AM","Amazon Fresh","16X","11/11/2024","4X","80 | 240 | 320","Coins","","10/28/2024 11:59 PM","No Limit",""
"598","10/28/2024 10:30 AM","Hulu","15X","11/11/2024","5X","100 | 200 | 300","Coins","","10/28/2024 11:59 PM","No Limit",""
"599","10/28/2024 10:30 AM","PetSmart","20X","11/11/2024","7X","140 | 260 | 400","Coins","","10/28/2024 11:59 PM","No Limit",""
"600","10/28/2024 10:30 AM","JC Penney","20X","11/11/2024","7X","140 | 260 | 400","Coins","","10/28/2024 11:59 PM","No Limit",""
"601","10/28/2024 10:30 AM","Delta","12X","11/11/2024","4X","80 | 160 | 240","Coins","","10/28/2024 11:59 PM","No Limit",""
"602","10/28/2024 10:30 AM","Victoria's Secret","20X","11/11/2024","4X","80 | 320 | 400","Coins","","10/28/2024 11:59 PM","No Limit",""
"603","10/28/2024 11:30 AM","Converse","15X","11/11/2024","5X","100 | 200 | 300","Coins","","10/28/2024 11:59 PM","No Limit",""
"604","10/28/2024 12:30 PM","Sam's Club","14X","11/11/2024","2X","40 | 240 | 280","Coins","","10/28/2024 11:59 PM","No Limit",""
"605","10/28/2024 01:30 PM","Kohl's","18X","11/11/2024","5X","100 | 260 | 360","Coins","","10/28/2024 11:59 PM","No Limit",""
"606","10/29/2024 11:00 AM","Champs","18X","11/12/2024","6X","120 | 240 | 360","Coins","","10/29/2024 11:59 PM","No Limit",""
"607","10/29/2024 11:00 AM","Finish Line","20X","11/12/2024","8X","160 | 240 | 400","Coins","","10/29/2024 11:59 PM","No Limit",""
"608","10/29/2024 11:00 AM","Converse","15X","11/12/2024","5X","100 | 200 | 300","Coins","","10/29/2024 11:59 PM","No Limit",""
"609","10/29/2024 11:30 AM","Lowe's","15X","11/12/2024","4X","80 | 220 | 300","Coins","","10/29/2024 11:59 PM","No Limit",""
"611","10/29/2024 12:00 PM","Kohl's","16X","11/12/2024","5X","100 | 220 | 320","Coins","","10/29/2024 11:59 PM","No Limit",""
"612","10/29/2024 12:30 PM","Amazon Fresh","14X","11/12/2024","4X","80 | 200 | 280","Coins","","10/29/2024 11:59 PM","No Limit",""
"614","10/29/2024 01:30 PM","Sam's Club","14X","11/12/2024","2X","40 | 240 | 280","Coins","","10/29/2024 11:59 PM","No Limit",""
"615","10/29/2024 10:30 AM","Nike","15X","11/12/2024","7X","140 | 160 | 300","Coins","","10/29/2024 11:59 PM","No Limit",""
"616","10/30/2024 12:00 AM","Doordash","10%","","3X","54","%","","11/01/2024 11:59 PM","1 Time Use | $600 Max Spend",""
"618","10/30/2024 10:00 AM","Fanatics","25X","11/13/2024","7X","140 | 360 | 500","Coins","","10/30/2024 11:59 PM","No Limit",""
"619","10/30/2024 10:30 AM","Amazon","14X","11/13/2024","4X","80 | 200 | 280","Coins","","10/30/2024 11:59 PM","No Limit",""
"621","10/30/2024 11:00 AM","REI","18X","11/13/2024","6X","120 | 240 | 360","Coins","","10/30/2024 11:59 PM","No Limit",""
"622","10/30/2024 11:00 AM","Macy's","20X","11/13/2024","3X","60 | 340 | 400","Coins","","10/30/2024 11:59 PM","No Limit",""
"623","10/30/2024 11:00 AM","JC Penney","25X","11/13/2024","7X","140 | 360 | 500","Coins","","10/30/2024 11:59 PM","No Limit",""
"625","10/30/2024 01:00 PM","Champs","20X","11/13/2024","6X","120 | 280 | 400","Coins","","10/30/2024 11:59 PM","No Limit",""
"626","10/30/2024 01:00 PM","Gamestop","20X","11/13/2024","5X","100 | 300 | 400","Coins","","10/30/2024 11:59 PM","No Limit",""
"627","10/30/2024 01:00 PM","Bath & Body Works","20X","11/13/2024","5X","100 | 300 | 400","Coins","","10/30/2024 11:59 PM","No Limit",""
"628","10/30/2024 04:50 PM","Amazon Fresh","15X","11/13/2024","4X","80 | 220 | 300","Coins","","10/30/2024 11:59 PM","No Limit",""
"629","10/31/2024 10:30 AM","Sam's Club","12X","11/14/2024","2X","40 | 200 | 240","Coins","","10/31/2024 11:59 PM","No Limit",""
"630","10/31/2024 10:30 AM","Chipotle","20X","11/14/2024","2X","40 | 360 | 400","Coins","","10/31/2024 11:59 PM","No Limit",""
"631","10/31/2024 11:30 AM","Nike","15X","11/14/2024","7X","140 | 160 | 300","Coins","","10/31/2024 11:59 PM","No Limit",""
"633","10/31/2024 11:30 AM","Champs","18X","11/14/2024","6X","120 | 240 | 360","Coins","","10/31/2024 11:59 PM","No Limit",""
"634","10/31/2024 12:30 PM","Gamestop","20X","11/14/2024","5X","100 | 300 | 400","Coins","","10/31/2024 11:59 PM","No Limit",""
"635","10/31/2024 01:30 PM","Amazon","12X","11/14/2024","4X","80 | 160 | 240","Coins","","10/31/2024 11:59 PM","No Limit",""
"636","10/31/2024 01:30 PM","Finish Line","20X","11/14/2024","8X","160 | 240 | 400","Coins","","10/31/2024 11:59 PM","No Limit",""
"638","10/31/2024 01:30 PM","Victoria's Secret","20X","11/14/2024","4X","80 | 320 | 400","Coins","","10/31/2024 11:59 PM","No Limit",""
"639","10/31/2024 01:30 PM","Bath & Body Works","20X","11/14/2024","5X","100 | 300 | 400","Coins","","10/31/2024 11:59 PM","No Limit",""
"640","10/31/2024 02:30 PM","Puma","20X","11/14/2024","8X","160 | 240 | 400","Coins","","10/31/2024 11:59 PM","No Limit",""
"641","10/31/2024 05:30 PM","Amazon Fresh","12X","11/14/2024","4X","80 | 160 | 240","Coins","","10/31/2024 11:59 PM","No Limit",""
"645","11/01/2024 12:30 PM","Amazon Fresh","12X","11/15/2024","4X","80 | 160 | 240","Coins","","11/01/2024 11:59 PM","No Limit",""
"646","11/01/2024 12:30 PM","REI","15X","11/15/2024","6X","120 | 180 | 300","Coins","","11/01/2024 11:59 PM","No Limit",""
"647","11/01/2024 11:30 AM","Lowe's","14X","11/15/2024","4X","80 | 200 | 280","Coins","","11/01/2024 11:59 PM","No Limit",""
"648","11/01/2024 11:30 AM","Converse","15X","11/15/2024","5X","100 | 200 | 300","Coins","","11/01/2024 11:59 PM","No Limit",""
"649","11/01/2024 10:30 AM","Adidas","18X","11/15/2024","7X","140 | 220 | 360","Coins","","11/01/2024 11:59 PM","No Limit",""
"650","11/01/2024 10:30 AM","Columbia","18X","11/15/2024","6X","120 | 240 | 360","Coins","","11/01/2024 11:59 PM","No Limit",""
"651","11/01/2024 10:30 AM","PetSmart","20X","11/15/2024","7X","140 | 260 | 400","Coins","","11/01/2024 11:59 PM","No Limit",""
"652","11/01/2024 11:30 AM","Finish Line","18X","11/15/2024","8X","160 | 200 | 360","Coins","","11/01/2024 11:59 PM","No Limit",""
"656","11/01/2024 03:35 PM","Sephora","20X","11/15/2024","5X","100 | 300 | 400","Coins","","11/01/2024 11:59 PM","No Limit",""
"657","11/01/2024 05:30 PM","Macy's","20X","11/15/2024","3X","60 | 340 | 400","Coins","","11/01/2024 11:59 PM","No Limit",""
"658","11/01/2024 04:30 PM","Sam's Club","16X","11/15/2024","2X","40 | 280 | 320","Coins","","11/01/2024 11:59 PM","No Limit",""
"659","11/02/2024 10:30 AM","PetSmart","20X","11/16/2024","7X","140 | 260 | 400","Coins","","11/02/2024 11:59 PM","No Limit",""
"660","11/02/2024 10:30 AM","Columbia","18X","11/16/2024","6X","120 | 240 | 360","Coins","","11/02/2024 11:59 PM","No Limit",""
"661","11/02/2024 10:30 AM","Adidas","18X","11/16/2024","7X","140 | 220 | 360","Coins","","11/02/2024 11:59 PM","No Limit",""
"662","11/02/2024 11:30 AM","Finish Line","18X","11/16/2024","8X","160 | 200 | 360","Coins","","11/02/2024 11:59 PM","No Limit",""
"663","11/02/2024 11:30 AM","Converse","15X","11/16/2024","5X","100 | 200 | 300","Coins","","11/02/2024 11:59 PM","No Limit",""
"664","11/02/2024 11:30 AM","Lowe's","14X","11/16/2024","4X","80 | 200 | 280","Coins","","11/02/2024 11:59 PM","No Limit",""
"665","11/02/2024 12:30 PM","Amazon Fresh","12X","11/16/2024","4X","80 | 160 | 240","Coins","","11/02/2024 11:59 PM","No Limit",""
"666","11/02/2024 12:30 PM","REI","15X","11/16/2024","6X","120 | 180 | 300","Coins","","11/02/2024 11:59 PM","No Limit",""
"667","11/02/2024 01:00 PM","Macy's","20X","11/16/2024","3X","60 | 340 | 400","Coins","","11/02/2024 11:59 PM","No Limit",""
"668","11/02/2024 02:00 PM","Sephora","20X","11/16/2024","5X","100 | 300 | 400","Coins","","11/02/2024 11:59 PM","No Limit",""
"669","11/02/2024 03:00 PM","","","11/16/2024","","#ERROR!","Coins","","11/02/2024 11:59 PM","No Limit",""
